Text_arabic,Text_english,Label
استيقظت هذا الصباح في الساعة 7 صباحًا - لعنة لوري وفان وحادث سيارة خارج طريقنا الرئيسي أيضًا مما تسبب في إنذارات السيارة.,"got woken up this mornng at 7am - damn Lorry , van and car accident just outside on our main road also causing car alarms to go off.",Miscellaneous
أعتقد أنني بحاجة إلى وضع. ثورة حزينة كان لدي في وقت سابق rofl,I think I need to get laid. Sad revolution I had earlier rofl,Miscellaneous
ourcitylight كان مفاجئًا جدًا !!,@ourcitylight that was so sudden!!,Miscellaneous
الآن أريد Amanita ... شخص ما جعلني أشعر بعدم الرحمة.,Now i want Amanita  ...someone made me feel unliving.,Miscellaneous
lanaRISQUE hahahahhha !! كيف يذهب تسمم طعامك؟ هل ذهب بعيدا؟,@lanaRISQUE hahahahhha!! hows your food poisening going? has it gone away?,Miscellaneous
MissxMarisa لم يسمع من هانا على الإطلاق حتى الآن !! إنه أمر مخيب للآمال للغاية,@MissxMarisa haven't heard from Hannah at all yet!! it's very disappointing,Miscellaneous
hutsoncap كل شيء بخير؟,@hutsoncap  everything alright?,Miscellaneous
يؤجل ... أشعر بالمرض .. لكن لا أريد الذهاب إلى الفراش.,is procrastinating... i feel ill.. but don't want to go to bed.,Miscellaneous
danielhalpin ستحاول العثور على شريط رياضي لمشاهدة ذلك في ... ليس لدي فرصة على الرغم من أنني لا أعتقد,@danielhalpin Gonna try and find a sports bar to watch that at... not got a chance though I don't think,Miscellaneous
يريد العودة إلى المنزل ومشاهدة التلال,wants to go home and watch The Hills,Miscellaneous
sarmar أعتقد أنني مضحكة,@sarmar I guess I'm out of funny,Miscellaneous
ردًا علىmoethebeat كنت أخطط لمغادرة مساء الغد هل ستكون في المدينة بالصدفة؟,@moethebeat aww moe! I was planning on leaving tomorrow evening  are you gonna be in town by chance?,Miscellaneous
أريد أن أكتب ، لكنني لست باردة بما يكفي لتشكيل قصة.,"i wanna write, but i'm not cool enough to make up a storylineee.",Miscellaneous
وافقGripping! يحب الصوت ، لكنه يكره كيف يعرفه الجميع,"@Gripping agreed! love the sound, but hates how everyone knows them",Miscellaneous
@ brendamew2 لا يوجد فن غدا. ومن الجميل أن ترى أنك انضمت إلى تويتر!,@brendamew2 no art tomorrow.  and nice to see you've joined twitter!,Miscellaneous
تنهد ، أعتقد أن الدورة الشهرية الخاصة بي تجعل عقلي يفكر في تحليل الأشياء تمامًا ويجعلني حزينًا,"Sigh, I think my PMS is making my mind totally over-analyse things and making me sad",Miscellaneous
doriantaylor كان لدي واحدة خارج الفناء. أنا اسمه ريكس. ثم أخذه البستاني. RIP ريكس,@doriantaylor I had one outside my patio. I named him Rex. Then the gardner took him down. RIP Rex,Miscellaneous
عفوًا. تناولت للتو بانيني من W-mart cold الذي يقول إنه يحتاج إلى طهي جيدًا. لم يكن طعمه نيئا. أموت ناو من و. تسمم؟,Ooops. Just ate a panini from W-mart cold that says it needed to be thoroughly cooked. It didn't taste raw. I die nao from f. poisoning?,Miscellaneous
صباح الخير لفرنسا ممطرة جدا لا الحدائق لي اليوم.,Good morning for a very rainy France  No gardening for me today.,Miscellaneous
إذا كان هناك يومًا للبقاء في السرير ، فهو اليوم,"If ever there was a day for staying in bed, today is it",Miscellaneous
يجب أن تأخذ كليو إلى الأطباء البيطريين. لست متأكدة ما خطبها لكنها تشعر بالأسف على نفسها.,Got to take Cleo to the vets. Not sure what's wrong with her but she's feeling very sorry for herself.,Miscellaneous
اليوم هو اليوم الأول من صيامي أشعر أنني قد كسر B4 أذهب 2 سرير يجب أن أمسك حتى نهاية الأسبوع! يجب أن تبقى مركزة ، أتمنى لي التوفيق ...,"today is day 1 of my fast &amp; i feel i may break b4 i go 2 bed  i must hold out til the end of the wk! must stayed focused, wish me luck...",Miscellaneous
غيور للغاية...,Extremely jealous...,Miscellaneous
@ kimmyawesome Ohhhh تمتص أنا أحب مجموعة الصيف.,@kimmyawesome Ohhhh that sucks  I love the summer set.,Miscellaneous
daydee أخبره أنك نسيت كلمة مرورك & amp؛ سيعطيك واحدة جديدة. إنها الطريقة الوحيدة التي يمكنني من خلالها منع الكثير من البريد العشوائي,@daydee tell it you forgot your password &amp; it will give you a new one. it's the only way I can prevent tons of spam,Miscellaneous
وقت النوم. الاستيقاظ الساعة 7 صباحًا,bedtime. wake up call at 7am,Miscellaneous
أنا سعيد جدًا لأنني عملت من خلال العمل - بساعة إضافية أيضًا وأجرتي. ما زلت أنتظر الشخص الذي فقدته بالرغم من ذلك,So glad I made it through work - with an extra hour too and my paycheck.  Still waiting on the one I lost though,Miscellaneous
تم نقل أمي إلى المستشفى ، ولا يعرفون ما هو الخطأ ، لقد كانت تتقيأ منذ أمس. الإسراع للعودة إلى المستشفى,"Mum's been taken to hospital, they don't know what's wrong, she's been vomiting since yesterday. Rushing back to get to the hospital",Miscellaneous
أنف مزدحم,congested nose,Miscellaneous
لا أستطيع النوم. بحاجة الى التحدث الى شخص ما.,Can't sleep. Need to talk to someone.,Miscellaneous
penalba por favor decime ke no estas involucrado en esa pagina nicatrolls ، إنهم السرطان الذي يقتل / ب /,"@penalba por favor decime ke no estas involucrado en esa pagina nicatrolls, they're THE CANCER that's killing /b/",Miscellaneous
بارد جدا ومتعب من كتابة تويتر جيد. كان الجميع يطيعون الشرطة الليلة ، خيبة أمل كاملة. كنا قريبين جدا,"too cold and tired to write good twitter. everyone was obeying the cops tonight, total dissappointment. we were so close",Miscellaneous
Lifee يحصل على أسوأ & amp؛ & amp؛ أسوأ,Lifee Gets Worsee &amp;&amp; Worsee,Miscellaneous
dnwallace - أنا أرتجف وأرتجف أيضًا,@dnwallace - I am shuddering and shaking too,Miscellaneous
فرز brekkie للأطفال ثم الخروج إلى مكان رهيب يسمى العمل ، boohoo,"Sorting brekkie for the kids then off to the horrible place called work, boohoo",Miscellaneous
تعازي لعائلة ناتاشا ريتشاردسون,my condolences to natasha richardson's family,Miscellaneous
ردًا علىLittleYellowJen nawwww,@LittleYellowJen what do don't think ily?? nawwww,Miscellaneous
أين ديريك http://ff.im/-1XWXs,Where's Derrick  http://ff.im/-1XWXs,Miscellaneous
تحتاج إلى التوقف عن النوم طوال اليوم .. يسبب بعض المشاكل عندما تكون مستيقظًا تمامًا الساعة 2:45 صباحًا ...,Needs to stop sleeping all day.. Causes some problems when you're wide awake at 2:45am...,Miscellaneous
غاب عن ELLEN اليوم,missed today's ELLEN,Miscellaneous
أفتقد فجأة أقراص فيتامين Flintstones الخاصة بي SOOOO GOOOOD,I suddenly miss my Flintstones vitamin tablets  SOOOO GOOOOD,Miscellaneous
@ mattpro13 رجال شرطة جيدين شرعيًا هناك,@mattpro13 legitimately good cops out there,Miscellaneous
onlytosee قام Twitter بذلك لي أيضًا.,@onlytosee Twitter's been doing that to me tooo.,Miscellaneous
pealuh أعتقد أنني بحاجة للذهاب إلى Twitterholics Anonymous ......,@pealuh I think I need to go to Twitterholics Anonymous......,Miscellaneous
lizhenry لم نسمع عنها أو من شا.,@lizhenry we haven't heard from her or sha.,Miscellaneous
تم كسر قلبي.,my heart has been broken.,Miscellaneous
نسيت كيف أنام,i forgot how to sleep,Miscellaneous
صباح الجميع! في حاجة ماسة لبعض القهوة اللائقة .. لماذا لا يفتح المطعم حتى الساعة 08.30؟,Morning everyone! In serious need of some decent coffee.. why isn't the catering open yet at 08.30?,Miscellaneous
@ mostazzza Im آسف لقد فشلت لك,@mostazzza Im sorry I've failed you,Miscellaneous
ردًا علىCodaQueen لا أفهم لماذا لديه 1 & أمبير ؛ في أوكلاند,@CodaQueen oh wait he does have 1 in Oakland on the 18th. Can't understand why he only has 1 &amp; in Oakland,Miscellaneous
ينقص التحدث إلى بلدي bff على الهاتف دا !!!!,is missing talking to my bff on da phone!!!!,Miscellaneous
أتساءل لماذا أنا غبي جدا بحاجة إلى تناول المزيد من الأسماك على ما أعتقد * * تنهد * ...,wondering why I am so stupid  Need to eat more fish I guess *sigh*...,Miscellaneous
أفتقد أصدقائي القدامى من المدرسة الابتدائية الابتدائية,i miss my old friends from elementary ans middle school,Miscellaneous
twitter ، يُرجى إصلاح هذا http://sp2.ro/5b7bdb لأنه يوقف جميع عمليات البحث عن الصورة الرمزية على Twitter,@twitter please fix this http://sp2.ro/5b7bdb because it brakes all external twitter avatar searches,Miscellaneous
يبدو أنني قد فاتتني وظيفة أخرى. هاها,looks like i've missed out on yet another job  someone please employ me! Haha,Miscellaneous
@ tacce dang ، سأنزل من iTunes. سمعت أنها كانت حلقة مدمرة,"@tacce dang, I'll get HOUSE off iTunes. I hear it was a devastating episode",Miscellaneous
واو .... طردني مربع الصراخ ولا أستطيع العودة. أعتقد أن هذا يعني ليلة سعيدة,Wow.... the shout box has kicked me out and I can't get back in. I guess this means good night,Miscellaneous
